date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:19:05	77946/77946	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:23%20GMT	https://www.dialog.lk/index.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/index-2.html	(from https://www.dialog.lk/)
08:19:15	79772/79772	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:23%20GMT	https://www.dialog.lk/browse/reloadPayBillOnline.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/reloadPayBillOnline.html	(from https://www.dialog.lk/)
08:19:15	71227/71227	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:24%20GMT	https://www.dialog.lk/myaccount/login.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/myaccount/login.html	(from https://www.dialog.lk/)
08:19:15	79074/79074	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:24%20GMT	https://www.dialog.lk/mobile-products-and-services	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-products-and-services.html	(from https://www.dialog.lk/)
08:19:15	78840/78840	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:24%20GMT	https://www.dialog.lk/mobile-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-packages.html	(from https://www.dialog.lk/)
08:19:16	72428/72428	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:34%20GMT	https://www.dialog.lk/mobile-prepaid-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-prepaid-packages.html	(from https://www.dialog.lk/)
08:19:17	78185/78185	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:35%20GMT	https://www.dialog.lk/tourist-plans	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/tourist-plans.html	(from https://www.dialog.lk/)
08:19:27	81059/81059	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:34%20GMT	https://www.dialog.lk/mobile-post-paid-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-post-paid-packages.html	(from https://www.dialog.lk/)
08:19:27	75474/75474	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:35%20GMT	https://www.dialog.lk/browse/myPlanHome.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/myPlanHome.html	(from https://www.dialog.lk/)
08:19:27	77748/77748	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:35%20GMT	https://www.dialog.lk/mobile-devices	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-devices.html	(from https://www.dialog.lk/)
08:19:28	76423/76423	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:36%20GMT	https://www.dialog.lk/mobile-phones	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-phones.html	(from https://www.dialog.lk/)
08:19:28	76315/76315	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:46%20GMT	https://www.dialog.lk/tablets	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/tablets.html	(from https://www.dialog.lk/)
08:19:29	75164/75164	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:47%20GMT	https://www.dialog.lk/smarthome	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/smarthome.html	(from https://www.dialog.lk/)
08:19:40	76526/76526	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:47%20GMT	https://www.dialog.lk/accessories	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/accessories.html	(from https://www.dialog.lk/)
08:19:40	88734/88734	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:47%20GMT	https://www.dialog.lk/mobile-value-added-services	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-value-added-services.html	(from https://www.dialog.lk/)
08:19:40	81366/81366	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:48%20GMT	https://www.dialog.lk/browse/dialogGames.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/dialogGames.html	(from https://www.dialog.lk/)
08:19:40	102072/102072	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:47%20GMT	https://www.dialog.lk/browse/ringInTones.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/ringInTones.html	(from https://www.dialog.lk/)
08:19:41	77603/77603	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:59%20GMT	https://www.dialog.lk/app-store	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/app-store.html	(from https://www.dialog.lk/)
08:19:42	76241/76241	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:39:59%20GMT	https://www.dialog.lk/fixed-line-connections	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/fixed-line-connections.html	(from https://www.dialog.lk/)
08:19:47	76749/76749	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:00%20GMT	https://www.dialog.lk/fixed-line-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/fixed-line-packages.html	(from https://www.dialog.lk/)
08:19:47	71306/71306	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:00%20GMT	https://www.dialog.lk/fixed-line-prepaid-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/fixed-line-prepaid-packages.html	(from https://www.dialog.lk/)
08:19:47	72558/72558	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:00%20GMT	https://www.dialog.lk/fixed-line-postpaid-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/fixed-line-postpaid-packages.html	(from https://www.dialog.lk/)
08:19:47	74852/74852	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:01%20GMT	https://www.dialog.lk/browse/fixedLineVas.jsp?categoryId=onlinecat3820049	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/fixedLineVas3052.html	(from https://www.dialog.lk/)
08:19:48	264/264	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202017%2013:40:07%20GMT	https://www.dialog.lk/mobile-broadband-postpaid-packagers	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-broadband-postpaid-packagers	(from https://www.dialog.lk/)
08:19:48	77123/77123	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:06%20GMT	https://www.dialog.lk/broadband	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/broadband.html	(from https://www.dialog.lk/)
08:19:49	79907/79907	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:07%20GMT	https://www.dialog.lk/mobile-broadband-prepaid-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-broadband-prepaid-packages.html	(from https://www.dialog.lk/)
08:19:49	79223/79223	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:06%20GMT	https://www.dialog.lk/mobile-broadband	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-broadband.html	(from https://www.dialog.lk/)
08:19:49	76288/76288	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:07%20GMT	https://www.dialog.lk/broadband-devices	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/broadband-devices.html	(from https://www.dialog.lk/)
08:19:49	235/235	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202017%2013:40:08%20GMT	https://www.dialog.lk/wifi	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/wifi	(from https://www.dialog.lk/)
08:19:53	77161/77161	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:08%20GMT	https://www.dialog.lk/4g-home-broadband	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/4g-home-broadband.html	(from https://www.dialog.lk/)
08:19:53	80177/80177	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:08%20GMT	https://www.dialog.lk/browse/plansFixedBroadband.jsp?categoryId=onlinecat3800057	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/plansFixedBroadband2cee.html	(from https://www.dialog.lk/)
08:19:53	78334/78334	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:07%20GMT	https://www.dialog.lk/mobile-broadband-postpaid-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-broadband-postpaid-packages.html	(from https://www.dialog.lk/)
08:19:53	72650/72650	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:09%20GMT	https://www.dialog.lk/wi-fi	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/wi-fi.html	(from https://www.dialog.lk/)
08:19:55	82156/82156	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:12%20GMT	https://www.dialog.lk/television	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/television.html	(from https://www.dialog.lk/)
08:19:57	86378/86378	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:13%20GMT	https://www.dialog.lk/television-packages-per-day-tv	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/television-packages-per-day-tv.html	(from https://www.dialog.lk/)
08:19:57	74154/74154	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:12%20GMT	https://www.dialog.lk/television-packages	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/television-packages.html	(from https://www.dialog.lk/)
08:19:57	91851/91851	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:13%20GMT	https://www.dialog.lk/television-packages-postpaid	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/television-packages-postpaid.html	(from https://www.dialog.lk/)
08:19:57	157832/157832	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:14%20GMT	https://www.dialog.lk/television-channels	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/television-channels.html	(from https://www.dialog.lk/)
08:20:09	119530/119530	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:16%20GMT	https://www.dialog.lk/browse/tvProgrammeGuide.jsp?categoryId=onlinecat3440067	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/tvProgrammeGuide96d3.html	(from https://www.dialog.lk/)
08:20:09	76243/76243	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:16%20GMT	https://www.dialog.lk/television-devices	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/television-devices.html	(from https://www.dialog.lk/)
08:20:09	75644/75644	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:16%20GMT	https://www.dialog.lk/international	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/international.html	(from https://www.dialog.lk/)
08:20:09	73672/73672	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:16%20GMT	https://www.dialog.lk/idd	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/idd.html	(from https://www.dialog.lk/)
08:20:13	72626/72626	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:28%20GMT	https://www.dialog.lk/idd-per-second-package	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/idd-per-second-package.html	(from https://www.dialog.lk/)
08:20:13	72609/72609	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:28%20GMT	https://www.dialog.lk/idd-per-minute-package	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/idd-per-minute-package.html	(from https://www.dialog.lk/)
08:20:13	88468/88468	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:28%20GMT	https://www.dialog.lk/idd-rates	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/idd-rates.html	(from https://www.dialog.lk/)
08:20:13	75535/75535	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:29%20GMT	https://www.dialog.lk/outbound-roaming	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/outbound-roaming.html	(from https://www.dialog.lk/)
08:20:13	234/234	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202017%2013:49:38%20GMT	https://www.dialog.lk/blog	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/blog	(from https://www.dialog.lk/)
08:20:13	235/235	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202017%2013:49:38%20GMT	https://www.dialog.lk/video	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/video	(from https://www.dialog.lk/)
08:20:14	211/211	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:33%20GMT	http://www.dialog.lk/blog/	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/blog/index.html	(from https://www.dialog.lk/)
08:20:15	86862/86862	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:32%20GMT	https://www.dialog.lk/travel-in-sri-lanka	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/travel-in-sri-lanka.html	(from https://www.dialog.lk/)
08:20:15	89683/89683	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:32%20GMT	https://www.dialog.lk/roaming-rates	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/roaming-rates.html	(from https://www.dialog.lk/)
08:20:16	212/212	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:34%20GMT	http://www.dialog.lk/video/	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/video/index.html	(from https://www.dialog.lk/)
08:20:16	72759/72759	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:33%20GMT	https://www.dialog.lk/loyalty	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/loyalty.html	(from https://www.dialog.lk/)
08:20:16	73867/73867	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:33%20GMT	https://www.dialog.lk/browse/promotions.jsp?categoryId=000000000000	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/promotionsa724.html	(from https://www.dialog.lk/)
08:20:16	101772/101772	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:34%20GMT	https://www.dialog.lk/lesipay	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/lesipay.html	(from https://www.dialog.lk/)
08:20:24	78581/78581	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:35%20GMT	https://www.dialog.lk/women	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/women.html	(from https://www.dialog.lk/)
08:20:24	101210/101210	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:35%20GMT	https://www.dialog.lk/browse/kidsPortal.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/kidsPortal.html	(from https://www.dialog.lk/)
08:20:24	88607/88607	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:35%20GMT	https://www.dialog.lk/browse/reports.jsp?id=onlinefld90463	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/reports6c81.html	(from https://www.dialog.lk/)
08:20:24	78371/78371	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:35%20GMT	https://www.dialog.lk/browse/faq.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/faq.html	(from https://www.dialog.lk/)
08:20:35	402112/402112	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:43%20GMT	https://www.dialog.lk/browse/coverageMapLocateUs.jsp?coverageUrl=Dialog+Service+Points&findServiceCentre=Find+Service+Centre	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/coverageMapLocateUs30ed.html	(from https://www.dialog.lk/)
08:20:35	82540/82540	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:43%20GMT	https://www.dialog.lk/escalation-contact-points	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/escalation-contact-points.html	(from https://www.dialog.lk/)
08:20:36	92434/92434	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:43%20GMT	https://www.dialog.lk/browse/coverageMapLocateUs.jsp?coverageUrl=Voice	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/coverageMapLocateUse2bf.html	(from https://www.dialog.lk/)
08:20:36	78532/78532	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:44%20GMT	https://www.dialog.lk/browse/contactUs.jsp?hotline=7776	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/contactUsbe29.html	(from https://www.dialog.lk/)
08:20:36	315/315	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202017%2013:40:55%20GMT	https://www.dialog.lk/crowd	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/crowd	(from https://www.dialog.lk/)
08:20:36	212/212	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:55%20GMT	http://www.dialog.lk/crowd/	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/crowd/index.html	(from https://www.dialog.lk/)
08:20:36	219/219	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:55%20GMT	https://www.dialog.lk/dlg/cart/cart.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/dlg/cart/cart.jsp	(from https://www.dialog.lk/)
08:20:37	79536/79536	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:54%20GMT	https://www.dialog.lk/customer-service-pledge	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/customer-service-pledge.html	(from https://www.dialog.lk/)
08:20:37	224/224	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:56%20GMT	https://www.dialog.lk/dlg/index.jsp?locale=en_US	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/dlg/index97fa.jsp	(from https://www.dialog.lk/)
08:20:37	224/224	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:56%20GMT	https://www.dialog.lk/dlg/index.jsp?locale=si_LK	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/dlg/index8092.jsp	(from https://www.dialog.lk/)
08:20:37	224/224	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:56%20GMT	https://www.dialog.lk/dlg/index.jsp?locale=ta_LK	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/dlg/index6f38.jsp	(from https://www.dialog.lk/)
08:20:38	5790/5790	---M--	200	added ('OK')	image/png	etag:%227caec6-169e-518551b3fb500%22	https://www.dialog.lk/dialogdocroot/content/images/home/dialog-logo.png	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/dialogdocroot/content/images/home/dialog-logo.png	(from https://www.dialog.lk/)
08:20:38	78493/78493	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:55%20GMT	https://www.dialog.lk/browse/contactUs.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/browse/contactUs.html	(from https://www.dialog.lk/)
08:20:38	3999/3999	---M--	200	added ('OK')	image/png	etag:%227e8a1c-f9f-5185518af9440%22	https://www.dialog.lk/dialogdocroot/content/css/images/m-connect.png	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/dialogdocroot/content/css/images/m-connect.png	(from https://www.dialog.lk/)
08:20:39	6619/6619	---M--	200	added ('OK')	text/css	etag:%2258accd-19db-54a96123b9dc0%22	https://www.dialog.lk/dialogdocroot/content/css/home-page-13-3-2017.css	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/dialogdocroot/content/css/home-page-13-3-2017.css	(from https://www.dialog.lk/)
08:20:39	335/335	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:58%20GMT	http://www.dialog.lk/data-roaming-plans?utm_source=dialoglk&utm_campaign=dialoglk-Home&utm_medium=homepage-banner&utm_content=Data-Roaming	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/data-roaming-plansc722	(from https://www.dialog.lk/)
08:20:39	351/351	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:58%20GMT	http://www.dialog.lk/free-data-with-every-dialog-4g-sim?utm_source=dialoglk&utm_campaign=dialoglk-Home&utm_medium=homepage-banner&utm_content=4G-Promotion	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/free-data-with-every-dialog-4g-sim0491	(from https://www.dialog.lk/)
08:20:40	21434/21434	---M--	200	added ('OK')	application/javascript	etag:0x8D3E3B6809EC797	http://download.skype.com/share/skypebuttons/js/skypeCheck.js	C:/Users/nithu/Music/SSS/SSS/download.skype.com/share/skypebuttons/js/skypeCheck.js	(from https://www.dialog.lk/)
08:20:40	76583/76583	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:56%20GMT	https://www.dialog.lk/cart/cart.jsp	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/cart/cart.html	(from https://www.dialog.lk/)
08:20:40	84200/84200	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:58%20GMT	https://www.dialog.lk/data-roaming-plans?utm_source=dialoglk&utm_campaign=dialoglk-Home&utm_medium=homepage-banner&utm_content=Data-Roaming	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/data-roaming-plansc722.html	(from https://www.dialog.lk/)
08:20:40	13336/13336	---M--	200	added ('OK')	image/png	etag:%227cbe03-3418-53da435607cc0%22	https://www.dialog.lk/dialogdocroot/content/images/page-banners/personal/icon.png	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/dialogdocroot/content/images/page-banners/personal/icon.png	(from https://www.dialog.lk/)
08:20:41	327/327	---M-Z	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202017%2013:40:59%20GMT	http://www.dialog.lk/mobile-devices?utm_source=dialoglk&utm_medium=homeIcons&utm_content=mobile-devices&utm_campaign=dialoglk-Home	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/mobile-devices.5a3984.delayed	(from https://www.dialog.lk/)
08:20:41	71461/71461	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202017%2013:40:59%20GMT	https://www.dialog.lk/free-data-with-every-dialog-4g-sim?utm_source=dialoglk&utm_campaign=dialoglk-Home&utm_medium=homepage-banner&utm_content=4G-Promotion	C:/Users/nithu/Music/SSS/SSS/www.dialog.lk/free-data-with-every-dialog-4g-sim0491.html	(from https://www.dialog.lk/)
